Crosses,LinebreaksAttemptedDefensiveLine,Passes,PassesCompleted,TimePlayed,player_id,team,team_id,advanced,position,linebreaks_per90,linebreaks_per100passes,crosses_per90,passing_accuracy_rate
0,12.0,265,190,756.7429999999999,336022,ENG,43942,True,Goalkeeper,1.4271688010328476,4.528301886792453,0.0,71.69811320754717
0,3.0,66,42,309.44849999999997,397894,JOR,43820,False,Goalkeeper,0.8725199831312803,4.545454545454546,0.0,63.63636363636363
0,2.0,123,89,432.60131666666666,424081,NED,43960,True,Goalkeeper,0.4160874991943121,1.6260162601626018,0.0,72.35772357723577
0,1.0,129,118,442.9462666666667,228912,GER,43948,True,Goalkeeper,0.20318491603345715,0.7751937984496124,0.0,91.47286821705426
12,15.0,271,223,405.9256833333334,430669,GER,43948,True,Midfielder,3.3257319145569375,5.535055350553505,2.66058553164555,82.28782287822878
4,5.0,81,65,389.2267333333333,430150,SWE,43970,True,Forward,1.1561384701050854,6.172839506172839,0.9249107760840684,80.24691358024691
1,8.0,70,48,400.9159166666667,483327,SWE,43970,True,Forward,1.7958877911016669,11.428571428571429,0.22448597388770836,68.57142857142857
25,9.0,368,336,392.5518666666667,386413,GER,43948,True,Defender,2.0634215979612374,2.4456521739130435,5.731726661003437,91.30434782608695
2,4.0,31,23,174.76788333333337,484851,GER,43948,True,Forward,2.059875036155098,12.903225806451612,1.029937518077549,74.19354838709677
8,6.0,67,56,282.13658333333336,489518,NED,43960,True,Forward,1.9139666101436092,8.955223880597014,2.551955480191479,83.5820895522388
5,3.0,126,111,374.26675,430176,NED,43960,True,Midfielder,0.7214105981896602,2.380952380952381,1.202350996982767,88.09523809523809
17,13.0,179,147,432.60131666666666,436612,NED,43960,True,Defender,2.704568744763028,7.262569832402235,3.536743743151652,82.12290502793296
